(55388, 42905, 59449)
(55983, 42644, 56818)
(54325, 45723, 60006)
(52346, 41845, 59772)
(52745, 42741, 57843)
(54393, 42416, 59475)
(53106, 42336, 57562)
(56285, 41221, 57692)
(54064, 41409, 59111)
(53703, 44027, 55418)
(54179, 45588, 57647)
(55395, 42014, 57192)
(53023, 46128, 56910)
(56830, 40997, 60549)
(57981, 42287, 58222)
(52898, 41098, 59915)
(54307, 42992, 59520)
(55303, 44416, 58928)
(52517, 43287, 59722)
(53727, 41735, 61347)
(55346, 40987, 61654)
(53531, 43995, 56954)
(54225, 40013, 56034)
(54111, 43711, 60069)
(55977, 44177, 58563)
(55227, 44206, 59022)
(52351, 45876, 56745)
(49952, 42514, 58611)
(55911, 44667, 58213)
(55825, 42139, 59832)
(53832, 43983, 57659)
(54353, 42453, 58167)
(50548, 44199, 56924)
(54329, 44001, 59983)
(54691, 42918, 60295)
(54026, 42248, 59571)
(54140, 42328, 59407)
(54032, 42111, 61438)
(54556, 42397, 58412)
(55092, 43404, 59087)
(54417, 42391, 59921)
(57398, 41217, 62507)
(55169, 42237, 56500)
(53973, 44112, 60955)
(53795, 43670, 58439)
(52409, 41340, 56364)
(51167, 45741, 56487)
(56804, 43627, 59447)
(56299, 42413, 57894)
(55062, 43027, 57925)
(54716, 43766, 61135)
(54943, 41966, 59445)
(57196, 43284, 59387)
(54033, 40367, 58154)
(56416, 42968, 55361)
(56087, 43599, 59573)
(54414, 44613, 60407)
(52304, 42213, 57851)
(57416, 43226, 56974)
(54876, 42500, 58959)
(52495, 41064, 58590)
(54272, 43145, 56814)
(55984, 40501, 56482)
(53322, 41799, 59678)
(55053, 43347, 56898)
(54308, 42602, 61084)
(54091, 44335, 60235)
(50545, 49343, 35967)
(50711, 50227, 33802)
(49983, 48300, 34261)
(51327, 46829, 37405)
(53980, 49207, 36836)
(52846, 50052, 37201)
(51816, 47204, 33942)
(51421, 49806, 36874)
(49762, 47210, 36087)
(51564, 50111, 35266)
(51541, 48433, 35368)
(54602, 50309, 37797)
(51116, 48104, 38059)
(53307, 51015, 37189)
(51683, 49283, 39025)
(51485, 48750, 39884)
(52477, 50139, 34384)
(52872, 50375, 35438)
(54275, 48580, 35228)
(51460, 49224, 36656)
(52073, 50583, 34657)
(50778, 50832, 34997)
(52994, 49958, 34596)
(52103, 49204, 36515)
(51076, 50440, 36659)
(49868, 50597, 37432)
(51122, 48724, 35778)
(53609, 48195, 35673)
(50862, 48277, 35254)
(50697, 47557, 36100)
(52531, 50046, 38717)
(51759, 49073, 37182)
(50162, 50113, 35648)
(51046, 51417, 35955)
(52256, 47563, 36359)
(54748, 47435, 35721)
(51069, 50726, 36528)
(53561, 46928, 39397)
(50745, 51221, 36008)
(51125, 52196, 34522)
(49630, 48514, 35101)
(53771, 49411, 36844)
(50498, 50993, 36672)
(52768, 50430, 36638)
(51476, 50875, 35636)
(50128, 50117, 36690)
(49685, 48605, 35091)
(49164, 46821, 36944)
(51674, 48858, 35483)
(50230, 49055, 33394)
(53145, 48166, 35390)
(50617, 48690, 37099)
(53365, 47853, 38095)
(53322, 49129, 36056)
(52899, 49148, 35612)
(53498, 48141, 34622)
(50423, 47832, 33618)
(51377, 48123, 37790)
(50843, 49836, 39063)
(51344, 48631, 36444)
(52620, 47208, 37971)
(53300, 49981, 32167)
(53300, 50101, 36206)
(51333, 48502, 36389)
(52533, 48519, 36095)
(49164, 49656, 37525)
(52172, 50246, 33540)
(52323, 49316, 35076)
(49154, 48565, 35191)
(50651, 49838, 33916)
(50835, 50099, 36172)
(53742, 49907, 36579)
(50691, 50499, 37915)
(51354, 46853, 35600)
(50952, 49346, 32910)
(52105, 49253, 35412)
(52045, 48784, 36407)
(51808, 47875, 36663)
(51536, 50378, 34432)
(52080, 46732, 36058)
(51189, 50434, 34996)
(51798, 48228, 38645)
(51985, 49754, 35811)
(53241, 53420, 34222)
(52899, 48633, 36509)
(54090, 49415, 34560)
(51910, 50787, 36209)
(51162, 51612, 34940)
(52155, 50267, 35403)
(49469, 49205, 32942)
(51308, 49630, 35436)
(50307, 51082, 37768)
(50059, 45731, 34772)
(50244, 48477, 37396)
(48977, 47710, 37109)
(48661, 50836, 36322)
(51554, 51790, 36164)
(51397, 50323, 35531)
(52757, 50130, 37177)
(52164, 47191, 35355)
(51089, 48855, 38130)
(52166, 48385, 36242)
(52613, 50446, 37882)
(51235, 49140, 36127)
(50455, 50713, 35394)
(52393, 49486, 34349)
(51011, 48580, 34947)
(51294, 48648, 33437)
(52558, 50207, 34167)
(53182, 51978, 36172)
(53694, 51985, 37370)
(50822, 48480, 37667)
(50663, 49713, 36974)
(49538, 51625, 35801)
(53264, 48831, 35609)
(51545, 48362, 36795)
(51808, 52179, 34626)
(53242, 51473, 35808)
(49352, 49577, 33613)
(51610, 48965, 37801)
(48381, 48106, 38443)
(48715, 49479, 33652)
(50929, 50250, 35332)
(50452, 48945, 37264)
(52903, 49650, 35768)
(52902, 50105, 33922)
(50369, 49615, 33846)
(51003, 48693, 33715)
(51586, 49170, 34553)
(52214, 50324, 36826)
(51815, 49375, 35007)
(50015, 49385, 36173)
(49968, 44951, 36725)
(51274, 51159, 36455)
(50139, 48240, 35395)
(51568, 48212, 34614)
(52094, 49427, 35110)
(53771, 49868, 34870)
(52696, 51309, 35579)
(51353, 50271, 36919)
(52110, 48679, 35851)
(53065, 49559, 38539)
(51243, 49471, 35082)
(49158, 47569, 32801)
(51589, 53212, 35038)
(50716, 50226, 35494)
(52917, 51056, 37480)
(52046, 47422, 35852)
(50183, 48147, 36125)
(49685, 50701, 36039)
(59637, 45811, 36216)
(60147, 45082, 37992)
(60025, 50540, 36398)
(62099, 45862, 33519)
(62457, 44344, 37891)
(60734, 45976, 37835)
(61654, 45375, 36486)
(62737, 46856, 36333)
(59434, 45767, 35492)
(61383, 46454, 39398)
(59180, 45359, 36215)
(62661, 46734, 36229)
(61930, 45278, 35847)
(61909, 46072, 33122)
(63957, 47753, 36575)
(62033, 45635, 38437)
(58244, 45992, 36403)
(61159, 45013, 36423)
(61495, 46965, 35423)
(62011, 48870, 36850)
(59014, 46813, 33959)
(59953, 46852, 36243)
(61075, 46380, 37479)
(59978, 45921, 39385)
(63518, 45366, 35322)
(60662, 45183, 35700)
(61917, 49590, 36242)
(58162, 45461, 36696)
(58656, 47841, 34637)
(60103, 43554, 34443)
(61360, 46709, 37166)
(61576, 48371, 39283)
(59026, 46292, 36049)
(61555, 46519, 34553)
(63261, 45819, 40134)
(61252, 48636, 33630)
(60366, 46199, 35047)
(59988, 48268, 36709)
(62906, 45197, 37404)
(59397, 44267, 37599)
(61898, 46911, 36454)
(62684, 47619, 38035)
(62113, 46253, 36308)
(61034, 48519, 38558)
(60097, 49612, 36529)
(59797, 43693, 32534)
(61500, 44023, 35346)
(58569, 46086, 34712)
(62098, 48364, 35561)
(60135, 46592, 35534)
(63119, 45688, 37053)
(61016, 47793, 38314)
(60779, 47519, 38318)
(61530, 46159, 38027)
(62512, 46476, 35355)
(59835, 47222, 35436)
(59495, 47409, 35727)
(58468, 48906, 39398)
(57948, 47995, 37269)
(59107, 48912, 36889)
(61258, 46064, 37566)
(59691, 47572, 39104)
(59628, 46865, 32504)
(60173, 48289, 35603)
(61201, 45635, 33987)
(62400, 45584, 38181)
(59578, 48612, 33486)
(61786, 44837, 36799)
(60755, 44937, 36246)
(61942, 46526, 33218)
(61501, 45670, 35125)
(59458, 47430, 36219)
(60630, 47285, 37589)
(59370, 48566, 40243)
(59677, 46828, 35361)
(62217, 43734, 38232)
(59962, 46140, 35237)
(59247, 43976, 35398)
(62951, 43581, 37988)
(64197, 46477, 35644)
(58954, 45292, 38422)
(62130, 43638, 37090)
(61766, 44822, 38945)
(61211, 44484, 34996)
(62982, 45314, 34596)
(60461, 46738, 36992)
(61434, 46270, 33822)
(60185, 48738, 35211)
(60602, 44756, 36283)
(62991, 49882, 38990)
(60817, 46350, 37488)
(59524, 46701, 35445)
(61589, 48446, 37798)
(63760, 44658, 35170)
(62292, 48885, 33624)
(63074, 47510, 35462)
(60573, 45064, 34945)
(62195, 46716, 38089)
(58990, 47402, 37372)
(58730, 46167, 39872)
(61872, 46473, 36960)
(62583, 48197, 35192)
(63311, 44483, 37556)
(61267, 46010, 37083)
(59364, 48273, 36878)
(61827, 44599, 37226)
(58938, 46819, 38515)
(60129, 46161, 34289)
(56623, 47837, 35741)
(60470, 45222, 37745)
(61691, 45495, 36805)
(60109, 43495, 34914)
(58717, 46859, 38566)
(58565, 46331, 36967)
(60601, 47937, 36433)
(62566, 49149, 34796)
(61903, 46451, 36645)
(61782, 47084, 36421)
(61954, 45907, 36037)
(62345, 47091, 35578)
(58264, 45640, 33356)
(61303, 48326, 33015)
(58773, 43499, 36045)
(63086, 47075, 33606)
(63081, 47684, 37937)
(60204, 46955, 35457)
(60597, 46399, 37360)
(59077, 48115, 35066)
(61768, 44391, 36783)
(58976, 45060, 34208)
(60989, 47257, 36846)
(61190, 47066, 35141)
(60972, 46551, 36861)
(60077, 44786, 34573)
(61432, 46817, 38523)
(62600, 45672, 35104)
(61396, 48168, 36442)
(62082, 46029, 36551)
(62480, 45840, 35711)
(60049, 45388, 36064)
(59918, 48366, 38706)
(62084, 45119, 36216)
(60707, 46058, 39611)
(60634, 45826, 35988)
(63489, 44063, 37263)
(62451, 48261, 37094)
(62426, 44954, 35217)
(61782, 49028, 36483)
(61595, 47677, 34924)
(62779, 47041, 37060)
(59953, 50937, 30908)
(60526, 53180, 29802)
(58802, 53819, 30571)
(62297, 52300, 34779)
(58604, 54336, 30304)
(60766, 55324, 30877)
(58238, 51102, 30681)
(60125, 49071, 31259)
(59177, 52894, 30567)
(61205, 52646, 28728)
(59620, 53606, 32333)
(61566, 53795, 29047)
(62010, 50563, 31463)
(55811, 52761, 30898)
(57938, 52825, 28229)
(62783, 52794, 33697)
(59198, 52561, 29758)
(59786, 51948, 30280)
(60902, 55082, 32349)
(60679, 50894, 32134)
(63223, 53981, 30612)
(60586, 48986, 33233)
(61159, 54532, 29987)
(61033, 52468, 29079)
(61475, 53918, 29589)
(62169, 51916, 28995)
(58904, 53725, 31627)
(60531, 53274, 29272)
(61442, 51792, 28392)
(60235, 52007, 31204)
(58915, 50231, 30174)
(62109, 50367, 31578)
(59971, 53488, 29445)
(60369, 52563, 31977)
(57329, 51751, 31182)
(59933, 56156, 30648)
(61775, 53359, 30532)
(61599, 53671, 31720)
(60106, 49519, 32583)
(57978, 52975, 30050)
(63057, 51681, 31627)
(61776, 51655, 31236)
(62364, 50648, 28553)
(60327, 51525, 30375)
(59857, 53804, 31573)
(59856, 50041, 27505)
(58313, 52980, 30061)
(62549, 54640, 32649)
(59146, 54829, 27696)
(61469, 51409, 30506)
(58371, 50040, 32074)
(61314, 51110, 28616)
(60548, 53678, 29085)
(59922, 52786, 30515)
(58762, 51916, 33532)
(60854, 52169, 28578)
(62313, 53461, 31643)
(60787, 51558, 28729)
(60948, 49685, 31112)
(60644, 51665, 32361)
(59095, 50820, 32426)
(58808, 52874, 31204)
(63244, 53722, 29626)
(61129, 52867, 30075)
(60730, 52083, 32218)
(61190, 54253, 30740)
(57940, 53483, 28555)
(60793, 50532, 31318)
(57987, 50535, 29618)
(57316, 51557, 32557)
(57344, 53713, 31530)
(59345, 53451, 32126)
(59309, 53689, 29801)
(63148, 54994, 29148)
(65535, 51609, 26807)
(58432, 52328, 31413)
(61739, 52881, 30647)
(58769, 54508, 30619)
(62146, 50611, 31284)
(61353, 52949, 31312)
(60249, 52238, 33387)
(60703, 52037, 32660)
(61407, 52897, 30795)
(59622, 51840, 30746)
(58297, 53749, 31879)
(58234, 52471, 33018)
(63457, 52600, 30887)
(60443, 53128, 31474)
(62485, 51824, 31797)
(59626, 52498, 30395)
(60245, 51232, 29160)
(60088, 51401, 30133)
(59466, 51775, 33171)
(59673, 50869, 28342)
(59396, 54860, 30960)
(60024, 50389, 30927)
(63143, 53181, 30161)
(61364, 52426, 29448)
(61272, 52410, 30068)
(61352, 50032, 32579)
(60794, 53091, 32590)
(58644, 54218, 28653)
(60576, 51753, 31663)
(59434, 52433, 33003)
(61099, 50199, 31142)
(57111, 51732, 27316)
(59385, 51054, 31472)
(59626, 52424, 31233)
(62053, 52942, 32954)
(59411, 54228, 28250)
(63256, 53319, 30145)
(61799, 52927, 30168)
(56783, 52846, 32390)
(61232, 53224, 30330)
(60221, 52022, 31866)
(58815, 54259, 29485)
(58336, 53014, 27659)
(60820, 53919, 29690)
(59816, 53916, 30276)
(60946, 53614, 31279)
(57803, 50468, 28391)
(59045, 52706, 31215)
(60617, 51398, 33275)
(61019, 51535, 30749)
(60753, 50736, 28904)
(62592, 54099, 27819)
(60868, 51134, 30019)
(60597, 51012, 31985)
(60201, 52003, 32412)
(60152, 49128, 27380)
(59566, 53452, 30483)
(59703, 52501, 28526)
(58933, 53890, 31133)
(59898, 51245, 32997)
(60079, 53099, 30720)
(62063, 51857, 31643)
(60308, 51685, 31779)
(61447, 51661, 31849)
(58543, 53625, 31872)
(61593, 51496, 29130)
(61290, 54028, 28327)
(61105, 49647, 30265)
(60231, 53265, 32061)
(59558, 52776, 29842)
(58402, 52389, 33359)
(58134, 51877, 29116)
(59040, 54950, 30071)
(63162, 53609, 29916)
(58718, 49514, 28434)
(60396, 52805, 29436)
(44040, 46197, 27434)
(46006, 46521, 25440)
(47260, 47193, 24392)
(45600, 46395, 26136)
(44324, 44879, 26253)
(42732, 45444, 24733)
(43609, 46066, 25528)
(46021, 44331, 25738)
(45527, 42803, 24618)
(44401, 45918, 26834)
(44023, 46226, 25201)
(44772, 46447, 25851)
(46125, 45879, 27108)
(45451, 47318, 28837)
(44081, 47210, 24946)
(45840, 49753, 25052)
(46384, 44600, 28402)
(44279, 43434, 25052)
(44882, 47245, 27181)
(45818, 44321, 28052)
(45019, 45549, 25196)
(43897, 46696, 26591)
(43524, 46836, 29474)
(42508, 47345, 27070)
(45015, 46110, 26481)
(45356, 44834, 24784)
(45010, 47987, 28064)
(43712, 46227, 27715)
(46179, 46421, 26470)
(45360, 46378, 23811)
(44163, 47526, 26542)
(46904, 46553, 27473)
(42409, 44578, 26275)
(43905, 45300, 25919)
(42749, 45475, 27550)
(44698, 44129, 28594)
(43280, 46617, 28250)
(45574, 47897, 27827)
(43851, 47533, 26215)
(44478, 46315, 27517)
(44520, 46484, 27881)
(46371, 47909, 27012)
(42904, 44785, 26172)
(44901, 44409, 26319)
(43361, 48159, 27900)
(43714, 43305, 28810)
(44492, 45977, 28021)
(43671, 47848, 27286)
(43629, 46252, 25494)
(45612, 47971, 25659)
(44877, 48055, 27469)
(44762, 46708, 26043)
(46340, 45960, 26718)
(42187, 44860, 27707)
(42896, 46268, 27634)
(44691, 46276, 27707)
(42616, 48423, 26205)
(44100, 44734, 26512)
(45893, 47567, 27821)
(45486, 44940, 25689)
(46071, 50218, 25979)
(46857, 48357, 26345)
(46050, 46610, 24731)
(44886, 47155, 25629)
(45351, 45046, 29908)
(44677, 47921, 25873)
(45206, 46504, 27128)
(44977, 46050, 27287)
(46042, 47659, 26387)
(44793, 47895, 26891)
(45298, 46876, 24536)
(42300, 46449, 28383)
(45015, 44653, 27493)
(46676, 46171, 28582)
(45440, 45988, 25283)
(46055, 47085, 26042)
(44201, 48116, 28772)
(45308, 45173, 25425)
(46229, 46865, 28909)
(45738, 46899, 26560)
(43439, 43985, 27188)
(42348, 46774, 26174)
(45146, 47690, 23262)
(46211, 44206, 26490)
(44565, 44177, 27874)
(46191, 48317, 24446)
(45909, 45961, 29227)
(44577, 46345, 26149)
(46157, 45612, 25540)
(41927, 48543, 25014)
(45309, 46374, 25970)
(46051, 45145, 28657)
(41508, 47088, 28212)
(44238, 45158, 25507)
(45806, 46785, 27306)
(45230, 47186, 27463)
(42223, 47000, 23994)
(44108, 46834, 24879)
(46761, 47183, 24594)
(45727, 44795, 28033)
(45234, 46110, 29053)
(46226, 45384, 26193)
(44460, 46396, 29259)
(46924, 47066, 27525)
(44201, 46722, 28073)
(45562, 47033, 26774)
(43711, 47308, 25383)
(46969, 46954, 25669)
(46080, 45768, 25208)
(43869, 48571, 27256)
(45755, 46024, 27196)
(44704, 46111, 27331)
(45754, 46817, 27937)
(44916, 46930, 28509)
(45205, 44698, 26717)
(45636, 41946, 27955)
(43794, 43368, 25446)
(42990, 47111, 26109)
(44324, 47646, 25760)
(46585, 48285, 28212)
(43138, 47056, 28233)
(44109, 47298, 26449)
(42078, 45102, 25001)
(44719, 47108, 26962)
(43690, 44669, 25916)
(43682, 47550, 28777)
(45997, 46437, 27815)
(45652, 46746, 25663)
(45705, 47041, 27901)
(45374, 46355, 25659)
(45536, 44653, 28759)
(45595, 47049, 25021)
(44325, 46733, 26692)
(46511, 47373, 27775)
(44717, 47856, 25818)
(45786, 46580, 25985)
(41089, 45626, 27033)
(41851, 44047, 27613)
(47162, 47068, 28592)
(46773, 44941, 25260)
(45806, 45282, 24970)
(43274, 47372, 23462)
(42182, 45481, 26119)
(43583, 47308, 29242)
(44362, 45655, 25347)
(43611, 45959, 26091)
(42283, 44263, 26145)
(48266, 45184, 26896)
(45821, 47089, 25137)
(47332, 45389, 27354)
(37900, 43700, 19261)
(38172, 42792, 20147)
(38870, 44459, 19188)
(36702, 45802, 19583)
(39220, 45233, 17969)
(39240, 45636, 21897)
(38915, 45632, 22606)
(37496, 46121, 19622)
(37626, 43520, 22246)
(36859, 42832, 20384)
(36497, 45576, 20960)
(37937, 43875, 21577)
(37414, 45176, 18709)
(39339, 45642, 18999)
(38768, 44701, 20587)
(41073, 43678, 19768)
(35880, 44226, 22982)
(37556, 45014, 19533)
(39028, 46813, 20782)
(39129, 45517, 19005)
(39139, 43725, 18261)
(39846, 44359, 21899)
(38946, 42243, 19257)
(37889, 42985, 18804)
(37202, 42594, 21096)
(39657, 46012, 20354)
(40225, 43669, 19943)
(39702, 45456, 19049)
(36022, 44378, 19177)
(39149, 44151, 19048)
(38749, 44262, 23096)
(36524, 45489, 21449)
(39630, 45246, 20765)
(38678, 43050, 21064)
(38805, 43472, 19837)
(36611, 46457, 18422)
(40358, 44017, 19779)
(42141, 45706, 19838)
(36701, 43206, 19108)
(37160, 42132, 21412)
(39036, 46009, 20671)
(38631, 43541, 18870)
(39553, 42753, 18642)
(38443, 45629, 19395)
(35876, 43700, 19335)
(37021, 42818, 19770)
(41819, 44466, 18068)
(40028, 44930, 21368)
(37346, 45508, 19530)
(38863, 44153, 20181)
(38508, 42962, 19764)
(37264, 47422, 18920)
(38967, 44890, 18680)
(37439, 44820, 19070)
(37270, 43745, 21307)
(38396, 44576, 19144)
(38385, 42809, 19290)
(38104, 44902, 19871)
(36294, 42107, 19696)
(36196, 48017, 19797)
(37836, 43781, 18344)
(38015, 47510, 20259)
(36982, 42306, 20316)
(34913, 45567, 22369)
(35954, 45537, 19096)
(37321, 45452, 20453)
(38878, 44922, 20380)
(36692, 43157, 16846)
(39976, 45731, 20002)
(36945, 43736, 19912)
(39339, 47635, 19641)
(37645, 43455, 19601)
(39633, 45001, 19285)
(36611, 43308, 21062)
(34906, 46250, 20568)
(38611, 43370, 20338)
(41704, 45883, 21393)
(39621, 43859, 19272)
(38077, 43794, 20007)
(40492, 47761, 20784)
(34702, 44962, 19038)
(37823, 45829, 17653)
(36125, 46077, 18996)
(39395, 47560, 19506)
(37207, 41740, 19294)
(37616, 47074, 19154)
(40281, 44811, 18934)
(38038, 48847, 20737)
(39125, 42626, 20490)
(36602, 45948, 18960)
(38478, 45047, 22403)
(37382, 44795, 20378)
(34334, 42680, 18929)
(36768, 41959, 20252)
(37938, 45945, 19309)
(35861, 45653, 16591)
(38094, 44260, 19015)
(37969, 44116, 17643)
(36962, 45354, 18426)
(36490, 44675, 20294)
(38348, 45436, 20151)
(40941, 43844, 18502)
(36794, 42112, 18015)
(37542, 46600, 19545)
(37933, 46235, 21792)
(41131, 42932, 19942)
(38015, 46380, 20535)
(36468, 45109, 20768)
(35208, 47795, 18347)
(38449, 43572, 19276)
(39124, 42972, 18781)
(35984, 42959, 20515)
(40255, 44800, 19925)
(37430, 41616, 21944)
(36451, 44885, 21072)
(38267, 44239, 19964)
(38653, 43402, 20709)
(39128, 42928, 18101)
(40318, 44621, 20971)
(39291, 43282, 22489)
(36671, 44622, 18892)
(37140, 44018, 22071)
(36271, 44809, 20481)
(38421, 44847, 20438)
(37125, 44254, 19803)
(41955, 45767, 20257)
(37094, 44119, 19242)
(37694, 42646, 18406)
(38965, 45780, 20868)
(37904, 44387, 17152)
(39379, 44164, 19680)
(36780, 43453, 19930)
(38535, 43780, 20911)
(38827, 45565, 18513)
(37760, 44128, 21616)
(37103, 46501, 21783)
(36567, 45438, 20687)
(39429, 44771, 18989)
(38365, 45290, 19871)
(37201, 46980, 17818)
(38197, 42246, 20526)
(38657, 45536, 20561)
(37755, 43877, 21231)
(37701, 44638, 18961)
(40228, 46360, 20211)
(35969, 44284, 21615)
(36903, 42584, 19972)
(38661, 44045, 19606)
(38646, 42669, 19063)
(37416, 45799, 20217)
(36035, 49446, 19143)
(38117, 50251, 17326)
(36690, 49591, 16296)
(34794, 50227, 16286)
(37120, 50499, 20417)
(35693, 52595, 16111)
(34424, 50941, 15846)
(35866, 51091, 19105)
(37703, 52241, 19655)
(34587, 49905, 16638)
(33678, 52163, 16223)
(36568, 52539, 16166)
(35268, 51811, 16738)
(38729, 49255, 17753)
(36501, 48967, 18846)
(34736, 48182, 15101)
(33096, 50259, 16371)
(37830, 51496, 19680)
(35451, 47900, 17314)
(35724, 51642, 19294)
(36425, 52080, 20358)
(35938, 51733, 18491)
(38012, 50808, 17300)
(33453, 50485, 13909)
(36714, 49251, 16250)
(37741, 49565, 16803)
(37294, 50769, 17777)
(37509, 49964, 17494)
(34605, 51599, 17023)
(35289, 50416, 18480)
(38044, 50643, 17989)
(37268, 53110, 14909)
(36656, 50566, 16271)
(36229, 52718, 15579)
(35130, 50291, 17775)
(36510, 50240, 17573)
(36021, 48965, 14562)
(36001, 50147, 16017)
(38506, 49918, 17725)
(38123, 52510, 17782)
(35792, 48033, 18273)
(38875, 51578, 16798)
(36128, 48920, 16402)
(33825, 51800, 17604)
(38347, 52233, 15159)
(33348, 49892, 17093)
(36163, 53031, 14665)
(38329, 47862, 16840)
(36978, 48153, 15944)
(37327, 51814, 15383)
(35640, 50947, 19752)
(38899, 50810, 17200)
(35153, 49820, 16393)
(37773, 51076, 17783)
(35854, 49904, 15985)
(36557, 48528, 16315)
(39462, 50878, 16104)
(35609, 51438, 17658)
(36400, 49928, 16905)
(39355, 49950, 18617)
(35678, 48944, 16219)
(36240, 50203, 17610)
(37851, 50911, 17395)
(35529, 48483, 17136)
(34856, 50507, 16675)
(34555, 47854, 19876)
(37617, 51514, 18453)
(35288, 52498, 17211)
(37102, 50697, 20832)
(36117, 50939, 17426)
(36195, 51606, 18261)
(37334, 49489, 16398)
(36894, 47891, 18211)
(36510, 50444, 16394)
(35679, 51251, 20680)
(34039, 48581, 16527)
(35416, 50433, 17108)
(35292, 47507, 15165)
(35473, 49117, 16265)
(36805, 51837, 16364)
(34907, 49407, 16595)
(38576, 50876, 14197)
(36911, 52330, 16746)
(34151, 50380, 14365)
(35994, 50817, 17741)
(35873, 50003, 14590)
(36406, 50463, 15981)
(36711, 51816, 17050)
(36773, 50930, 17805)
(36847, 53455, 19018)
(37462, 52043, 14927)
(37317, 49835, 17892)
(36221, 54174, 15779)
(34893, 50011, 16612)
(37153, 52163, 18536)
(34999, 50316, 16108)
(38215, 53643, 14127)
(36818, 50538, 18780)
(34119, 52062, 17650)
(36099, 51107, 16732)
(34017, 50315, 17318)
(34972, 50553, 18541)
(33611, 50666, 16938)
(33361, 48121, 15396)
(38446, 48060, 17508)
(34622, 51962, 17431)
(31946, 51702, 16714)
(34976, 51227, 17403)
(34143, 49934, 18068)
(35518, 50270, 14683)
(36539, 51996, 17898)
(34748, 51075, 17206)
(35055, 51610, 17583)
(37740, 50009, 17075)
(38157, 49848, 16780)
(37775, 49692, 15915)
(36319, 52029, 19939)
(36552, 51655, 14995)
(32979, 50394, 16928)
(34994, 52092, 16097)
(37047, 48811, 15133)
(36847, 53569, 15860)
(34617, 52089, 18488)
(37507, 50353, 17423)
(32954, 50861, 16507)
(36008, 48930, 17751)
(38371, 51242, 16898)
(34908, 50703, 16932)
(37348, 49716, 19892)
(35338, 51900, 16278)
(36979, 51524, 16719)
(35275, 50848, 17800)
(37365, 52976, 18378)
(36288, 52087, 13907)
(35328, 53446, 17044)
(34733, 51912, 15476)
(35553, 51517, 17358)
(38070, 53037, 18717)
(35152, 50692, 17547)
(37005, 51257, 17304)
(36522, 50164, 19798)
(37810, 48108, 16116)
(36619, 46682, 14980)
(35912, 49827, 16067)
(38795, 48442, 16546)
(34981, 48664, 16137)
(36403, 48903, 17141)
(34507, 47459, 17786)
(37485, 51322, 16714)
(38515, 50074, 14737)
(31066, 46469, 11897)
(30611, 46226,  8604)
(29328, 44467, 10766)
(29589, 46786, 12389)
(30863, 47267,  8766)
(32118, 43011, 11798)
(33642, 48588, 10834)
(29513, 44633,  9549)
(28483, 46037, 10321)
(30420, 42435, 10565)
(31130, 46909, 11845)
(29934, 47200, 11060)
(32303, 47345, 10171)
(30906, 47311, 10919)
(29581, 44268, 11480)
(28832, 44831, 12475)
(29906, 47016,  7385)
(31073, 46483, 11437)
(30198, 47951, 10670)
(31032, 45152,  8654)
(32141, 43787,  9927)
(27818, 46878, 11022)
(30370, 43579, 10633)
(30879, 41734, 11096)
(31448, 44717,  8723)
(33078, 44208, 12851)
